date,geography,industry,characteristics,estimate
November 2016,Nova Scotia,Health care and social assistance,Labour force,74.300003
November 2016,Nova Scotia,Information and Communication Technologies,Employment,15.6
November 2016,Nova Scotia,Information and Communication Technologies,Labour force,15.7
November 2016,Nova Scotia,"Information, culture and recreation",Employment,14.7
November 2016,Nova Scotia,"Information, culture and recreation",Labour force,15.7
November 2016,Nova Scotia,Manufacturing,Employment,29
November 2016,Nova Scotia,Manufacturing,Labour force,31.700001
November 2016,Nova Scotia,"Mining, quarrying, oil and gas",Employment,3.8
November 2016,Nova Scotia,"Mining, quarrying, oil and gas",Labour force,3.8
November 2016,Nova Scotia,Other services,Employment,19
November 2016,Nova Scotia,Other services,Labour force,19.4
November 2016,Nova Scotia,"Professional, scientific and technical services",Employment,26
November 2016,Nova Scotia,"Professional, scientific and technical services",Labour force,26.4
November 2016,Nova Scotia,Public administration,Employment,27.799999
November 2016,Nova Scotia,Public administration,Labour force,29.200001
November 2016,Nova Scotia,Real estate and leasing,Employment,8.1000004
November 2016,Nova Scotia,Real estate and leasing,Labour force,8.1000004
November 2016,Nova Scotia,"Total, all industries",Employment,442
November 2016,Nova Scotia,"Total, all industries",Labour force,478.39999
November 2016,Nova Scotia,Trade,Employment,73.400002
November 2016,Nova Scotia,Trade,Labour force,76.300003
November 2016,Nova Scotia,Transportation and warehousing,Employment,19.700001
November 2016,Nova Scotia,Transportation and warehousing,Labour force,20.1
November 2016,Nova Scotia,Utilities,Employment,3.5
November 2016,Nova Scotia,Utilities,Labour force,3.5
November 2016,Ontario,Accommodation and food services,Employment,441.79999
November 2016,Ontario,Accommodation and food services,Labour force,471.39999
November 2016,Ontario,Agriculture,Employment,74.400002
November 2016,Ontario,Agriculture,Labour force,77.099998
November 2016,Ontario,"Business, building and other support services",Employment,323
November 2016,Ontario,"Business, building and other support services",Labour force,348.79999
November 2016,Ontario,Construction,Employment,523.20001
November 2016,Ontario,Construction,Labour force,544.5
November 2016,Ontario,Digital Economy,Employment,753.69995
November 2016,Ontario,Digital Economy,Labour force,773.5
November 2016,Ontario,Educational services,Employment,512.40002
November 2016,Ontario,Educational services,Labour force,522.29999
November 2016,Ontario,"Finance, insurance,",Employment,415.39999
November 2016,Ontario,"Finance, insurance,",Labour force,422.29999
November 2016,Ontario,"Forestry, fishing,",Employment,6
November 2016,Ontario,"Forestry, fishing,",Labour force,6.8000002
November 2016,Ontario,Health care and social assistance,Employment,839.5
November 2016,Ontario,Health care and social assistance,Labour force,853.90002
November 2016,Ontario,Information and Communication Technologies,Employment,387.39999
November 2016,Ontario,Information and Communication Technologies,Labour force,402.10001
November 2016,Ontario,"Information, culture and recreation",Employment,303.39999
November 2016,Ontario,"Information, culture and recreation",Labour force,315.79999
November 2016,Ontario,Manufacturing,Employment,747.29999
November 2016,Ontario,Manufacturing,Labour force,783.70001
November 2016,Ontario,"Mining, quarrying, oil and gas",Employment,28.200001
November 2016,Ontario,"Mining, quarrying, oil and gas",Labour force,29.6
November 2016,Ontario,Other services,Employment,278.60001
November 2016,Ontario,Other services,Labour force,285.29999
November 2016,Ontario,"Professional, scientific and technical services",Employment,582.70001
November 2016,Ontario,"Professional, scientific and technical services",Labour force,592.59998
November 2016,Ontario,Public administration,Employment,361.39999
November 2016,Ontario,Public administration,Labour force,367.60001
November 2016,Ontario,Real estate and leasing,Employment,142.10001
November 2016,Ontario,Real estate and leasing,Labour force,144.2
November 2016,Ontario,"Total, all industries",Employment,6968.3999
November 2016,Ontario,"Total, all industries",Labour force,7386.2998
November 2016,Ontario,Trade,Employment,1007.4
November 2016,Ontario,Trade,Labour force,1041.7
November 2016,Ontario,Transportation and warehousing,Employment,332.39999
November 2016,Ontario,Transportation and warehousing,Labour force,343.5
November 2016,Ontario,Utilities,Employment,49.200001
November 2016,Ontario,Utilities,Labour force,50.5
November 2016,Prince Edward Island,Accommodation and food services,Employment,4.9000001
November 2016,Prince Edward Island,Accommodation and food services,Labour force,6.1999998
November 2016,Prince Edward Island,Agriculture,Employment,2.7
November 2016,Prince Edward Island,Agriculture,Labour force,4
November 2016,Prince Edward Island,"Business, building and other support services",Employment,2.3
November 2016,Prince Edward Island,"Business, building and other support services",Labour force,2.4000001
November 2016,Prince Edward Island,Construction,Employment,5
November 2016,Prince Edward Island,Construction,Labour force,6
November 2016,Prince Edward Island,Digital Economy,Employment,3.9000001
November 2016,Prince Edward Island,Digital Economy,Labour force,4.1000004
November 2016,Prince Edward Island,Educational services,Employment,5.6999998
November 2016,Prince Edward Island,Educational services,Labour force,5.8000002
November 2016,Prince Edward Island,"Finance, insurance,",Employment,2.2
November 2016,Prince Edward Island,"Finance, insurance,",Labour force,2.3
November 2016,Prince Edward Island,"Forestry, fishing,",Employment,1.5
November 2016,Prince Edward Island,"Forestry, fishing,",Labour force,2.5999999
November 2016,Prince Edward Island,Health care and social assistance,Employment,9.6999998
November 2016,Prince Edward Island,Health care and social assistance,Labour force,9.8999996
November 2016,Prince Edward Island,Information and Communication Technologies,Employment,1.8
November 2016,Prince Edward Island,Information and Communication Technologies,Labour force,2
November 2016,Prince Edward Island,"Information, culture and recreation",Employment,2.5999999
November 2016,Prince Edward Island,"Information, culture and recreation",Labour force,3.0999999
November 2016,Prince Edward Island,Manufacturing,Employment,6.1999998
November 2016,Prince Edward Island,Manufacturing,Labour force,6.5999999
November 2016,Prince Edward Island,"Mining, quarrying, oil and gas",Employment,0
November 2016,Prince Edward Island,"Mining, quarrying, oil and gas",Labour force,.2
November 2016,Prince Edward Island,Other services,Employment,3.2
November 2016,Prince Edward Island,Other services,Labour force,3.3
November 2016,Prince Edward Island,"Professional, scientific and technical services",Employment,3.4000001
November 2016,Prince Edward Island,"Professional, scientific and technical services",Labour force,3.8
November 2016,Prince Edward Island,Public administration,Employment,6.3000002
November 2016,Prince Edward Island,Public administration,Labour force,6.9000001
November 2016,Prince Edward Island,Real estate and leasing,Employment,.60000002
November 2016,Prince Edward Island,Real estate and leasing,Labour force,.60000002
November 2016,Prince Edward Island,"Total, all industries",Employment,70
November 2016,Prince Edward Island,"Total, all industries",Labour force,79.300003
November 2016,Prince Edward Island,Trade,Employment,10.9
November 2016,Prince Edward Island,Trade,Labour force,11.3
November 2016,Prince Edward Island,Transportation and warehousing,Employment,2.3
November 2016,Prince Edward Island,Transportation and warehousing,Labour force,2.9000001
November 2016,Prince Edward Island,Utilities,Employment,.30000001
November 2016,Prince Edward Island,Utilities,Labour force,.30000001
November 2016,Quebec,Accommodation and food services,Employment,265.60001
November 2016,Quebec,Accommodation and food services,Labour force,281.39999
November 2016,Quebec,Agriculture,Employment,55.099998
November 2016,Quebec,Agriculture,Labour force,56.900002
November 2016,Quebec,"Business, building and other support services",Employment,172.39999
November 2016,Quebec,"Business, building and other support services",Labour force,184.7
November 2016,Quebec,Construction,Employment,244.7
November 2016,Quebec,Construction,Labour force,265
November 2016,Quebec,Digital Economy,Employment,371.20001
November 2016,Quebec,Digital Economy,Labour force,384.79999
November 2016,Quebec,Educational services,Employment,296.70001
November 2016,Quebec,Educational services,Labour force,302.29999
November 2016,Quebec,"Finance, insurance,",Employment,153.60001
November 2016,Quebec,"Finance, insurance,",Labour force,156.3
November 2016,Quebec,"Forestry, fishing,",Employment,12.4
November 2016,Quebec,"Forestry, fishing,",Labour force,16.700001
November 2016,Quebec,Health care and social assistance,Employment,562.09998
November 2016,Quebec,Health care and social assistance,Labour force,569.59998
November 2016,Quebec,Information and Communication Technologies,Employment,207.10001
November 2016,Quebec,Information and Communication Technologies,Labour force,215.10001
November 2016,Quebec,"Information, culture and recreation",Employment,178.3
November 2016,Quebec,"Information, culture and recreation",Labour force,186.89999
November 2016,Quebec,Manufacturing,Employment,482.39999
November 2016,Quebec,Manufacturing,Labour force,501.20001
November 2016,Quebec,"Mining, quarrying, oil and gas",Employment,19.299999
November 2016,Quebec,"Mining, quarrying, oil and gas",Labour force,19.299999
November 2016,Quebec,Other services,Employment,179.39999
November 2016,Quebec,Other services,Labour force,185.7
November 2016,Quebec,"Professional, scientific and technical services",Employment,289.10001
November 2016,Quebec,"Professional, scientific and technical services",Labour force,299.39999
November 2016,Quebec,Public administration,Employment,241.3
