date,geography,occupation,characteristics,estimate
July 2016,Nova Scotia,2175 Web designers and developers,Employment,.60000002
July 2016,Nova Scotia,2175 Web designers and developers,Labour force,.60000002
July 2016,Nova Scotia,2241 Electrical and electronics engineering technologists and technicians,Employment,1.5
July 2016,Nova Scotia,2241 Electrical and electronics engineering technologists and technicians,Labour force,1.5
July 2016,Nova Scotia,2281 Computer network technicians,Employment,1.5
July 2016,Nova Scotia,2281 Computer network technicians,Labour force,1.7
July 2016,Nova Scotia,2282 User support technicians,Employment,0
July 2016,Nova Scotia,2282 User support technicians,Labour force,.80000001
July 2016,Nova Scotia,2283 Information systems testing technicians,Employment,0
July 2016,Nova Scotia,2283 Information systems testing technicians,Labour force,0
July 2016,Nova Scotia,4163 Business development officers and marketing researchers and consultants,Employment,.80000001
July 2016,Nova Scotia,4163 Business development officers and marketing researchers and consultants,Labour force,.80000001
July 2016,Nova Scotia,5223 Graphic arts technicians,Employment,
July 2016,Nova Scotia,5223 Graphic arts technicians,Labour force,
July 2016,Nova Scotia,5224 Broadcast technicians,Employment,
July 2016,Nova Scotia,5224 Broadcast technicians,Labour force,
July 2016,Nova Scotia,5241 Graphic designers and illustrators,Employment,.89999998
July 2016,Nova Scotia,5241 Graphic designers and illustrators,Labour force,.89999998
July 2016,Nova Scotia,7241 Electricians (except industrial and power system),Employment,2.5999999
July 2016,Nova Scotia,7241 Electricians (except industrial and power system),Labour force,3
July 2016,Nova Scotia,7242 Industrial electricians,Employment,1.7
July 2016,Nova Scotia,7242 Industrial electricians,Labour force,1.7
July 2016,Nova Scotia,7243 Power system electricians,Employment,0
July 2016,Nova Scotia,7243 Power system electricians,Labour force,0
July 2016,Nova Scotia,7244 Electrical power line and cable workers,Employment,0
July 2016,Nova Scotia,7244 Electrical power line and cable workers,Labour force,0
July 2016,Nova Scotia,7245 Telecommunications line and cable workers,Employment,0
July 2016,Nova Scotia,7245 Telecommunications line and cable workers,Labour force,0
July 2016,Nova Scotia,7246 Telecommunications installation and repair workers,Employment,.89999998
July 2016,Nova Scotia,7246 Telecommunications installation and repair workers,Labour force,.89999998
July 2016,Nova Scotia,7247 Cable television service and maintenance technicians,Employment,0
July 2016,Nova Scotia,7247 Cable television service and maintenance technicians,Labour force,0
July 2016,Ontario,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
July 2016,Ontario,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
July 2016,Ontario,0211 Engineering managers,Employment,8.6000004
July 2016,Ontario,0211 Engineering managers,Labour force,8.6999998
July 2016,Ontario,0213 Computer and information systems managers,Employment,35.099998
July 2016,Ontario,0213 Computer and information systems managers,Labour force,37.5
July 2016,Ontario,0601 Corporate sales managers,Employment,12.8
July 2016,Ontario,0601 Corporate sales managers,Labour force,12.8
July 2016,Ontario,"1123 Professional occupations in advertising, marketing and public relations",Employment,41
July 2016,Ontario,"1123 Professional occupations in advertising, marketing and public relations",Labour force,47
July 2016,Ontario,1253 Records management technicians,Employment,0
July 2016,Ontario,1253 Records management technicians,Labour force,0
July 2016,Ontario,2133 Electrical and electronics engineers,Employment,15.6
July 2016,Ontario,2133 Electrical and electronics engineers,Labour force,16.299999
July 2016,Ontario,2147 Computer engineers (except software engineers and designers),Employment,14.6
July 2016,Ontario,2147 Computer engineers (except software engineers and designers),Labour force,14.9
July 2016,Ontario,"2148 Other professional engineers, n.e.c.",Employment,15.6
July 2016,Ontario,"2148 Other professional engineers, n.e.c.",Labour force,15.9
July 2016,Ontario,"2161 Mathematicians, statisticians and actuaries",Employment,7
July 2016,Ontario,"2161 Mathematicians, statisticians and actuaries",Labour force,7
July 2016,Ontario,2171 Information systems analysts and consultants,Employment,99.599998
July 2016,Ontario,2171 Information systems analysts and consultants,Labour force,102.6
July 2016,Ontario,2172 Database analysts and data administrators,Employment,19.1
July 2016,Ontario,2172 Database analysts and data administrators,Labour force,19.4
July 2016,Ontario,2173 Software engineers and designers,Employment,27
July 2016,Ontario,2173 Software engineers and designers,Labour force,27
July 2016,Ontario,2174 Computer programmers and interactive media developers,Employment,68.800003
July 2016,Ontario,2174 Computer programmers and interactive media developers,Labour force,70.900002
July 2016,Ontario,2175 Web designers and developers,Employment,11.1
July 2016,Ontario,2175 Web designers and developers,Labour force,11.2
July 2016,Ontario,2241 Electrical and electronics engineering technologists and technicians,Employment,10.2
July 2016,Ontario,2241 Electrical and electronics engineering technologists and technicians,Labour force,10.5
July 2016,Ontario,2281 Computer network technicians,Employment,23.299999
July 2016,Ontario,2281 Computer network technicians,Labour force,23.700001
July 2016,Ontario,2282 User support technicians,Employment,43.5
July 2016,Ontario,2282 User support technicians,Labour force,44.599998
July 2016,Ontario,2283 Information systems testing technicians,Employment,5.4000001
July 2016,Ontario,2283 Information systems testing technicians,Labour force,5.4000001
July 2016,Ontario,4163 Business development officers and marketing researchers and consultants,Employment,37.299999
July 2016,Ontario,4163 Business development officers and marketing researchers and consultants,Labour force,40.400002
July 2016,Ontario,5223 Graphic arts technicians,Employment,0
July 2016,Ontario,5223 Graphic arts technicians,Labour force,0
July 2016,Ontario,5224 Broadcast technicians,Employment,0
July 2016,Ontario,5224 Broadcast technicians,Labour force,0
July 2016,Ontario,5241 Graphic designers and illustrators,Employment,39.700001
July 2016,Ontario,5241 Graphic designers and illustrators,Labour force,39.700001
July 2016,Ontario,7241 Electricians (except industrial and power system),Employment,33.099998
July 2016,Ontario,7241 Electricians (except industrial and power system),Labour force,34.5
July 2016,Ontario,7242 Industrial electricians,Employment,10.9
July 2016,Ontario,7242 Industrial electricians,Labour force,11.7
July 2016,Ontario,7243 Power system electricians,Employment,0
July 2016,Ontario,7243 Power system electricians,Labour force,0
July 2016,Ontario,7244 Electrical power line and cable workers,Employment,3.9000001
July 2016,Ontario,7244 Electrical power line and cable workers,Labour force,3.9000001
July 2016,Ontario,7245 Telecommunications line and cable workers,Employment,4.6999998
July 2016,Ontario,7245 Telecommunications line and cable workers,Labour force,4.6999998
July 2016,Ontario,7246 Telecommunications installation and repair workers,Employment,11.3
July 2016,Ontario,7246 Telecommunications installation and repair workers,Labour force,11.3
July 2016,Ontario,7247 Cable television service and maintenance technicians,Employment,
July 2016,Ontario,7247 Cable television service and maintenance technicians,Labour force,
July 2016,Prince Edward Island,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
July 2016,Prince Edward Island,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
July 2016,Prince Edward Island,0211 Engineering managers,Employment,
July 2016,Prince Edward Island,0211 Engineering managers,Labour force,
July 2016,Prince Edward Island,0213 Computer and information systems managers,Employment,.2
July 2016,Prince Edward Island,0213 Computer and information systems managers,Labour force,.2
July 2016,Prince Edward Island,0601 Corporate sales managers,Employment,
July 2016,Prince Edward Island,0601 Corporate sales managers,Labour force,
July 2016,Prince Edward Island,"1123 Professional occupations in advertising, marketing and public relations",Employment,.40000001
July 2016,Prince Edward Island,"1123 Professional occupations in advertising, marketing and public relations",Labour force,.40000001
July 2016,Prince Edward Island,1253 Records management technicians,Employment,
July 2016,Prince Edward Island,1253 Records management technicians,Labour force,
July 2016,Prince Edward Island,2133 Electrical and electronics engineers,Employment,0
July 2016,Prince Edward Island,2133 Electrical and electronics engineers,Labour force,0
July 2016,Prince Edward Island,2147 Computer engineers (except software engineers and designers),Employment,
July 2016,Prince Edward Island,2147 Computer engineers (except software engineers and designers),Labour force,
July 2016,Prince Edward Island,"2148 Other professional engineers, n.e.c.",Employment,
July 2016,Prince Edward Island,"2148 Other professional engineers, n.e.c.",Labour force,
July 2016,Prince Edward Island,"2161 Mathematicians, statisticians and actuaries",Employment,
July 2016,Prince Edward Island,"2161 Mathematicians, statisticians and actuaries",Labour force,
July 2016,Prince Edward Island,2171 Information systems analysts and consultants,Employment,.69999999
July 2016,Prince Edward Island,2171 Information systems analysts and consultants,Labour force,.69999999
July 2016,Prince Edward Island,2172 Database analysts and data administrators,Employment,
